Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Rating,Critic_Score_Class
X,Fighting,Midway Games,"0,77","0,15",0,"0,04","0,96",M,Excelente
PS3,Shooter,505 Games,"0,38","0,38","0,06","0,14","0,96",M,Aceptable
X,Sports,Global Star,"0,88","0,04",0,"0,04","0,95",E,Excelente
PSP,Adventure,Sony Computer Entertainment,"0,3","0,43",0,"0,22","0,95",M,Malo
3DS,Simulation,Nintendo,"0,4","0,36","0,13","0,07","0,95",E,Bueno
DS,Sports,Ubisoft,"0,3","0,54",0,"0,11","0,95",E,Aceptable
X360,Shooter,Electronic Arts,"0,62","0,24",0,"0,09","0,95",M,Bueno
PS2,Misc,Play It,"0,8","0,03",0,"0,13","0,95",E,Aceptable
X360,Platform,Sega,"0,54","0,32",0,"0,09","0,95",E10+,Aceptable
PS2,Action,Ubisoft,"0,36","0,45",0,"0,14","0,95",M,Excelente
GC,Platform,THQ,"0,74","0,19",0,"0,03","0,95",E,Bueno
PS3,Action,Sony Computer Entertainment,"0,5","0,27","0,04","0,15","0,95",T,Bueno
PS3,Action,Konami Digital Entertainment,"0,03","0,41","0,51",0,"0,95",E,Bueno
PS3,Action,Sega,"0,15","0,13","0,63","0,05","0,95",M,Bueno
PS3,Shooter,Ubisoft,"0,41","0,32","0,09","0,12","0,95",M,Bueno
PS2,Strategy,Electronic Arts,"0,27","0,21","0,41","0,07","0,95",T,Bueno
PS3,Racing,Ubisoft,"0,24","0,52","0,01","0,18","0,95",T,Bueno
XOne,Role-Playing,Electronic Arts,"0,58","0,28",0,"0,09","0,95",M,Excelente
PS4,Action,Warner Bros. Interactive Entertainment,"0,36","0,42","0,02","0,15","0,95",E10+,Aceptable
PS3,Action,Warner Bros. Interactive Entertainment,"0,33","0,45","0,02","0,15","0,95",E10+,Excelente
3DS,Shooter,Nintendo,"0,48","0,27","0,13","0,06","0,95",E10+,Excelente
PS3,Shooter,Capcom,"0,29","0,33","0,2","0,13","0,95",T,Aceptable
PS3,Action,Disney Interactive Studios,"0,36","0,43",0,"0,16","0,95",E10+,Bueno
PS2,Shooter,Sony Computer Entertainment,"0,79","0,03",0,"0,13","0,94",M,Aceptable
PS3,Action,Ubisoft,"0,34","0,4","0,06","0,16","0,94",M,Excelente
PSP,Role-Playing,Sega,"0,2","0,06","0,63","0,05","0,94",T,Aceptable
GC,Platform,THQ,"0,73","0,19",0,"0,03","0,94",E,Bueno
PS3,Action,Activision,"0,39","0,39",0,"0,16","0,94",E10+,Bueno
PS2,Action,Konami Digital Entertainment,"0,46","0,36",0,"0,12","0,94",M,Bueno
XOne,Action,Square Enix,"0,47","0,39",0,"0,08","0,94",M,Bueno
PC,Role-Playing,Bethesda Softworks,"0,33","0,54",0,"0,07","0,94",M,Bueno
PS4,Fighting,Capcom,"0,42","0,28","0,09","0,15","0,94",T,Bueno
PS3,Fighting,THQ,"0,51","0,3","0,01","0,12","0,94",T,Bueno
X360,Sports,Electronic Arts,"0,87",0,0,"0,07","0,94",E,Excelente
PS3,Action,Electronic Arts,"0,54","0,27",0,"0,13","0,94",M,Excelente
Wii,Sports,Activision,"0,69","0,17",0,"0,08","0,94",E10+,Malo
PS3,Role-Playing,Sony Computer Entertainment,"0,33","0,16","0,36","0,08","0,94",T,Aceptable
XOne,Action,Ubisoft,"0,5","0,35",0,"0,08","0,94",M,Bueno
PS2,Action,Take-Two Interactive,"0,75","0,03","0,04","0,12","0,94",T,Excelente
X,Action,Ubisoft,"0,57","0,33",0,"0,04","0,94",T,Excelente
PS2,Sports,Sony Computer Entertainment,"0,78","0,03",0,"0,13","0,94",E,Excelente
PS2,Sports,Electronic Arts,"0,46","0,36",0,"0,12","0,93",E,Bueno
PS3,Fighting,Namco Bandai Games,"0,32","0,32","0,15","0,15","0,93",T,Bueno
DS,Simulation,Electronic Arts,"0,81","0,05",0,"0,07","0,93",E10+,Aceptable
X,Sports,Activision,"0,59","0,3",0,"0,04","0,93",T,Excelente
PS3,Shooter,Ubisoft,"0,44","0,34",0,"0,15","0,93",M,Bueno
PS3,Misc,Sony Computer Entertainment,"0,27","0,5",0,"0,16","0,93",T,Aceptable
3DS,Adventure,Nintendo,"0,17","0,2","0,53","0,03","0,93",E,Bueno
Wii,Misc,Activision,"0,4","0,43",0,"0,1","0,93",T,Excelente
PS4,Misc,Activision,"0,37","0,41",0,"0,15","0,93",T,Excelente
X360,Action,Sega,"0,51","0,25","0,09","0,08","0,93",M,Excelente
GBA,Action,Konami Digital Entertainment,"0,67","0,25",0,"0,02","0,93",E,Bueno
PS2,Sports,Sony Computer Entertainment,"0,77","0,03",0,"0,13","0,93",E,Excelente
DS,Simulation,Game Factory,"0,85","0,01",0,"0,07","0,93",E,Aceptable
PC,Shooter,Take-Two Interactive,"0,42","0,41",0,"0,1","0,93",M,Excelente
GC,Racing,THQ,"0,72","0,19",0,"0,03","0,93",E,Bueno
PS3,Role-Playing,Ubisoft,"0,44","0,34",0,"0,16","0,93",M,Excelente
DS,Role-Playing,Square Enix,"0,53","0,09","0,27","0,05","0,93",E10+,Aceptable
PS4,Sports,Sony Computer Entertainment,"0,68","0,08",0,"0,17","0,93",E,Excelente
X360,Shooter,Codemasters,"0,36","0,45","0,02","0,1","0,93",M,Bueno
PS4,Action,Warner Bros. Interactive Entertainment,"0,37","0,4",0,"0,15","0,93",E10+,Bueno
X360,Role-Playing,Ubisoft,"0,58","0,26",0,"0,09","0,93",M,Excelente
X360,Misc,Activision,"0,87",0,0,"0,06","0,93",E10+,Malo
PC,Action,Ubisoft,"0,28","0,53",0,"0,12","0,93",M,Excelente
PS2,Action,Konami Digital Entertainment,"0,45","0,35",0,"0,12","0,92",E,Malo
PS2,Simulation,Titus,"0,45","0,35",0,"0,12","0,92",E,Aceptable
X360,Sports,Electronic Arts,"0,86",0,0,"0,06","0,92",E,Excelente
PS,Action,Electronic Arts,"0,51","0,35",0,"0,06","0,92",T,Aceptable
DS,Adventure,Capcom,"0,44","0,05","0,39","0,05","0,92",T,Excelente
PS4,Shooter,Take-Two Interactive,"0,42","0,33","0,03","0,15","0,92",M,Excelente
3DS,Action,Marvelous Entertainment,"0,41","0,17","0,3","0,05","0,92",E,Bueno
PS3,Action,Warner Bros. Interactive Entertainment,"0,36","0,41",0,"0,15","0,92",E10+,Bueno
PS3,Sports,Sony Computer Entertainment,"0,86",0,0,"0,06","0,92",E,Excelente
Wii,Misc,Nintendo,"0,23","0,42","0,18","0,09","0,92",E10+,Aceptable
PSP,Action,THQ,"0,55","0,21",0,"0,16","0,92",E,Malo
X360,Action,Electronic Arts,"0,63","0,2","0,02","0,07","0,92",M,Bueno
PS3,Sports,Electronic Arts,"0,53","0,27",0,"0,12","0,92",E,Bueno
X360,Fighting,THQ,"0,58","0,26",0,"0,08","0,92",T,Bueno
GC,Racing,Sega,"0,71","0,18",0,"0,03","0,92",E,Malo
X360,Role-Playing,Microsoft Game Studios,"0,3","0,32","0,21","0,08","0,92",T,Bueno
3DS,Action,Warner Bros. Interactive Entertainment,"0,42","0,38","0,04","0,07","0,92",E10+,Aceptable
XOne,Sports,Take-Two Interactive,"0,71","0,11",0,"0,09","0,91",E,Excelente
X360,Sports,Electronic Arts,"0,19","0,62",0,"0,1","0,91",E,Bueno
Wii,Action,Activision,"0,5","0,32",0,"0,09","0,91",E10+,Aceptable
PS2,Sports,Activision,"0,45","0,35",0,"0,12","0,91",T,Aceptable
PS2,Sports,Electronic Arts,"0,45","0,35",0,"0,12","0,91",T,Bueno
X360,Strategy,Ubisoft,"0,58","0,24","0,01","0,09","0,91",T,Bueno
PS2,Racing,Genki,"0,35","0,27","0,21","0,09","0,91",E,Aceptable
Wii,Role-Playing,Nintendo,"0,43","0,25","0,16","0,07","0,91",T,Excelente
PS,Racing,Codemasters,"0,02","0,8","0,02","0,07","0,91",E,Excelente
PS3,Action,Tecmo Koei,"0,25","0,13","0,46","0,06","0,91",T,Malo
PS3,Sports,Electronic Arts,"0,35","0,41","0,02","0,14","0,91",E,Excelente
Wii,Racing,Sega,"0,48","0,32","0,02","0,09","0,91",E,Malo
PS4,Action,Namco Bandai Games,"0,29","0,38","0,1","0,13","0,91",T,Bueno
X,Misc,Sega,"0,61","0,26",0,"0,04","0,91",E,Bueno
PS3,Shooter,Codemasters,"0,23","0,46","0,05","0,17","0,91",M,Bueno
PS4,Sports,Electronic Arts,"0,63","0,13",0,"0,15","0,91",E,Bueno
PS2,Sports,Electronic Arts,"0,44","0,35",0,"0,12","0,9",E,Excelente
X360,Role-Playing,Microsoft Game Studios,"0,45","0,26","0,11","0,08","0,9",T,Bueno
PS2,Sports,Sony Computer Entertainment,"0,44","0,35",0,"0,12","0,9",E,Bueno
X360,Role-Playing,Activision,"0,68","0,15",0,"0,08","0,9",T,Bueno
PS2,Racing,Electronic Arts,"0,75","0,03",0,"0,12","0,9",E10+,Excelente
X360,Action,Namco Bandai Games,"0,48","0,32","0,02","0,08","0,9",M,Excelente
X360,Shooter,Electronic Arts,"0,51","0,31","0,01","0,08","0,9",M,Bueno
PS3,Shooter,THQ,"0,32","0,39","0,04","0,15","0,9",M,Aceptable
PS3,Racing,THQ,"0,52","0,25",0,"0,12","0,9",E,Bueno
PS2,Sports,Sony Computer Entertainment,"0,17","0,13","0,55","0,05","0,9",E,Aceptable
X,Platform,Sega,"0,41","0,43","0,01","0,05","0,9",E,Bueno
PS2,Platform,Activision,"0,74","0,03","0,01","0,12","0,9",T,Malo
X,Shooter,Electronic Arts,"0,65","0,22",0,"0,03","0,9",T,Bueno
XOne,Shooter,Electronic Arts,"0,58","0,23",0,"0,08","0,9",M,Excelente
PS3,Misc,Activision,"0,42","0,34",0,"0,14","0,9",T,Excelente
X,Role-Playing,Activision,"0,62","0,24",0,"0,04","0,9",T,Excelente
X,Sports,Electronic Arts,"0,81","0,05",0,"0,04","0,9",E,Excelente
PS2,Sports,Electronic Arts,"0,44","0,34",0,"0,11","0,9",E,Aceptable
PS2,Sports,Midway Games,"0,74","0,03",0,"0,12","0,89",M,Bueno
GBA,Platform,Konami Digital Entertainment,"0,6","0,22","0,05","0,02","0,89",T,Excelente
PS3,Shooter,Sony Computer Entertainment,"0,66","0,11","0,04","0,08","0,89",M,Aceptable
PS2,Sports,Electronic Arts,"0,74","0,03",0,"0,12","0,89",E,Excelente
GBA,Adventure,Nintendo,"0,46","0,17","0,24","0,02","0,89",E,Excelente
GBA,Strategy,Nintendo,"0,42","0,16","0,3","0,02","0,89",E,Excelente
PSP,Shooter,Sony Computer Entertainment,"0,44","0,27",0,"0,18","0,89",T,Bueno
PSP,Shooter,Sony Computer Entertainment,"0,27","0,36","0,05","0,21","0,89",M,Excelente
GC,Action,THQ,"0,69","0,18",0,"0,02","0,89",E,Aceptable
PS,Simulation,Sony Computer Entertainment,"0,16","0,11","0,56","0,06","0,89",T,Excelente
PS2,Sports,Sega,"0,44","0,34",0,"0,11","0,89",E,Excelente
PS3,Racing,Disney Interactive Studios,"0,42","0,33",0,"0,14","0,89",E,Excelente
DS,Shooter,Activision,"0,56","0,25",0,"0,08","0,89",T,Bueno
PS4,Action,Warner Bros. Interactive Entertainment,"0,19","0,55","0,01","0,14","0,89",E10+,Bueno
PS3,Sports,Electronic Arts,"0,52","0,25",0,"0,11","0,89",E,Excelente
Wii,Sports,Electronic Arts,"0,28","0,51",0,"0,09","0,89",E,Excelente
PS3,Action,Activision,"0,47","0,29",0,"0,13","0,89",E10+,Aceptable
DS,Role-Playing,Nintendo,"0,83",0,0,"0,06","0,89",E,Aceptable
PS3,Action,Electronic Arts,"0,82",0,0,"0,07","0,89",E,Bueno
Wii,Misc,Sega,"0,41","0,37","0,01","0,09","0,88",E,Aceptable
PS3,Action,Electronic Arts,"0,38","0,36",0,"0,15","0,88",T,Bueno
PC,Shooter,Activision,"0,01","0,79",0,"0,09","0,88",M,Excelente
PS3,Action,Square Enix,"0,27","0,46",0,"0,15","0,88",T,Bueno
X360,Racing,Codemasters,"0,18","0,59","0,01","0,1","0,88",E,Excelente
PS3,Shooter,Ubisoft,"0,35","0,37","0,01","0,15","0,88",M,Bueno
PS2,Action,Take-Two Interactive,"0,43","0,34",0,"0,11","0,88",E,Excelente
PSP,Fighting,Square Enix,"0,21","0,12","0,46","0,08","0,88",T,Bueno
Wii,Racing,Ubisoft,"0,8",0,"0,01","0,07","0,88",E,Malo
3DS,Action,Capcom,"0,3","0,22","0,3","0,05","0,88",M,Excelente
DS,Role-Playing,Sega,"0,5","0,29","0,01","0,08","0,88",E,Bueno
DS,Action,LucasArts,"0,5","0,28",0,"0,09","0,88",T,Aceptable
PC,Action,Take-Two Interactive,"0,01","0,79",0,"0,07","0,88",M,Excelente
X360,Misc,MTV Games,"0,73","0,09",0,"0,06","0,88",T,Excelente
X360,Fighting,THQ,"0,44","0,35",0,"0,08","0,88",T,Bueno
PS2,Sports,Global Star,"0,43","0,33",0,"0,11","0,88",E,Excelente
X,Simulation,Microsoft Game Studios,"0,65","0,19",0,"0,03","0,87",T,Excelente
Wii,Racing,Codemasters,"0,15","0,62",0,"0,11","0,87",E,Aceptable
Wii,Sports,Electronic Arts,"0,8",0,0,"0,07","0,87",E,Bueno
PS,Shooter,TalonSoft,"0,49","0,33",0,"0,06","0,87",T,Malo
X,Shooter,Ubisoft,"0,61","0,24",0,"0,03","0,87",M,Excelente
X360,Action,Square Enix,"0,38","0,4","0,01","0,08","0,87",M,Excelente
X360,Role-Playing,Electronic Arts,"0,55","0,24","0,01","0,07","0,87",M,Excelente
PS2,Role-Playing,Square Enix,"0,73","0,03",0,"0,12","0,87",E10+,Aceptable
PSP,Role-Playing,Sega,"0,08","0,11","0,62","0,06","0,87",T,Aceptable
X360,Misc,Ubisoft,"0,62","0,18",0,"0,07","0,87",E10+,Aceptable
PS3,Action,Sony Computer Entertainment,"0,42","0,3","0,01","0,15","0,87",E,Bueno
PS2,Sports,Activision,"0,72","0,03",0,"0,12","0,87",T,Aceptable
X360,Racing,Codemasters,"0,33","0,44","0,01","0,09","0,87",E,Excelente
X360,Racing,Codemasters,"0,38","0,4",0,"0,09","0,87",E,Excelente
X360,Shooter,THQ,"0,48","0,29","0,01","0,09","0,87",M,Excelente
PS2,Fighting,Electronic Arts,"0,72","0,03",0,"0,12","0,87",T,Excelente
X,Shooter,SCi,"0,48","0,37",0,"0,02","0,87",T,Aceptable
Wii,Simulation,505 Games,"0,51","0,27","0,01","0,08","0,87",E,Aceptable
3DS,Role-Playing,Square Enix,0,0,"0,87",0,"0,87",T,Excelente
X360,Shooter,Ubisoft,"0,47","0,3",0,"0,09","0,87",M,Bueno
PS,Role-Playing,Crave Entertainment,"0,3","0,2","0,3","0,06","0,87",T,Excelente
PS2,Action,Tecmo Koei,"0,11","0,09","0,64","0,03","0,87",T,Malo
PS3,Shooter,Electronic Arts,"0,26","0,42","0,03","0,16","0,87",M,Bueno
PS3,Shooter,Electronic Arts,"0,29","0,39","0,02","0,16","0,87",T,Bueno
WiiU,Role-Playing,Nintendo,"0,38","0,28","0,15","0,06","0,86",T,Excelente
Wii,Action,Atari,"0,59","0,2",0,"0,07","0,86",E10+,Bueno
PS4,Action,Warner Bros. Interactive Entertainment,"0,29","0,44",0,"0,14","0,86",E10+,Excelente
Wii,Simulation,Nintendo,"0,46","0,21","0,12","0,06","0,86",E10+,Bueno
PSP,Sports,Konami Digital Entertainment,"0,01","0,72","0,12","0,01","0,86",E,Excelente
PS2,Fighting,Rage Software,"0,42","0,33",0,"0,11","0,86",T,Bueno
PC,Simulation,Focus Home Interactive,"0,04","0,77",0,"0,05","0,86",E,Aceptable
PS,Racing,Empire Interactive,"0,48","0,33",0,"0,06","0,86",E,Malo
X360,Misc,Activision,"0,47","0,31",0,"0,08","0,86",T,Bueno
PSP,Puzzle,Sony Computer Entertainment,"0,12","0,51",0,"0,23","0,86",E,Bueno
PS2,Action,Tecmo Koei,"0,17","0,13","0,51","0,04","0,86",T,Bueno
Wii,Action,Eidos Interactive,"0,12","0,62",0,"0,11","0,85",T,Bueno
X360,Sports,Electronic Arts,"0,32","0,42","0,02","0,09","0,85",E,Excelente
X360,Sports,Take-Two Interactive,"0,79",0,0,"0,07","0,85",E,Excelente
X,Sports,Electronic Arts,"0,64","0,18",0,"0,03","0,85",E,Excelente
X360,Action,Warner Bros. Interactive Entertainment,"0,53","0,24",0,"0,08","0,85",M,Aceptable
PS3,Role-Playing,Electronic Arts,"0,37","0,29","0,09","0,11","0,85",M,Excelente
PS3,Fighting,Atari,"0,22","0,33","0,18","0,12","0,85",T,Bueno
PS3,Fighting,Namco Bandai Games,"0,28","0,31","0,13","0,13","0,85",T,Excelente
WiiU,Sports,Nintendo,"0,35","0,23","0,21","0,05","0,85",E,Bueno
PS3,Action,Ubisoft Annecy,"0,52","0,16","0,08","0,1","0,85",M,Excelente
PS3,Role-Playing,Namco Bandai Games,"0,21","0,13","0,45","0,07","0,85",T,Bueno
PS2,Action,THQ,"0,31",0,0,"0,53","0,85",E,Aceptable
PS2,Racing,Acclaim Entertainment,"0,42","0,32",0,"0,11","0,85",E,Excelente
PS2,Fighting,Virgin Interactive,"0,32","0,25","0,2","0,08","0,85",T,Aceptable
DS,Platform,Nintendo,"0,6",0,"0,2","0,05","0,85",E,Bueno
PS3,Sports,Electronic Arts,"0,79",0,0,"0,06","0,85",E,Excelente
Wii,Shooter,Sega,"0,44","0,3","0,02","0,09","0,85",M,Bueno
PS3,Shooter,Electronic Arts,"0,44","0,27","0,01","0,12","0,85",M,Bueno
PS3,Action,THQ,"0,35","0,35","0,01","0,14","0,85",M,Excelente
GC,Action,Activision,"0,65","0,17",0,"0,02","0,84",T,Excelente
PS3,Action,Sony Computer Entertainment,"0,34","0,36",0,"0,14","0,84",T,Bueno
GC,Action,THQ,"0,65","0,17",0,"0,02","0,84",T,Aceptable
PS3,Sports,Take-Two Interactive,"0,75","0,01","0,01","0,07","0,84",E,Excelente
PS3,Sports,Electronic Arts,"0,46","0,25","0,01","0,12","0,84",T,Excelente
PS2,Racing,Empire Interactive,"0,41","0,32",0,"0,11","0,84",T,Aceptable
PS2,Role-Playing,Sony Computer Entertainment,"0,24","0,16","0,39","0,05","0,84",T,Excelente
3DS,Role-Playing,Namco Bandai Games,"0,44","0,19","0,14","0,06","0,84",T,Bueno
PS2,Sports,Sega,"0,41","0,32",0,"0,11","0,84",E,Excelente
PS3,Sports,Electronic Arts,"0,75",0,0,"0,09","0,84",E,Bueno
PSP,Racing,Electronic Arts,"0,7","0,05",0,"0,08","0,84",E10+,Excelente
DS,Action,Electronic Arts,"0,28","0,46",0,"0,1","0,84",E,Malo
X360,Shooter,505 Games,"0,46","0,28","0,02","0,07","0,84",M,Aceptable
Wii,Sports,Electronic Arts,"0,77","0,01",0,"0,06","0,84",E,Excelente
GBA,Adventure,Nintendo,"0,6","0,22",0,"0,01","0,84",E,Excelente
Wii,Simulation,Ubisoft,"0,74","0,04",0,"0,06","0,83",T,Malo
PS2,Action,THQ,"0,24","0,19","0,34","0,06","0,83",T,Bueno
PS3,Shooter,Namco Bandai Games,"0,32","0,32","0,05","0,14","0,83",T,Aceptable
PSP,Sports,Electronic Arts,"0,77","0,03",0,"0,04","0,83",E,Bueno
X360,Shooter,Take-Two Interactive,"0,52","0,25",0,"0,07","0,83",M,Malo
GBA,Action,Disney Interactive Studios,"0,6","0,22",0,"0,01","0,83",E,Malo
PS3,Sports,Electronic Arts,"0,78",0,0,"0,05","0,83",E,Excelente
PS3,Sports,Electronic Arts,"0,37","0,33",0,"0,13","0,83",E,Bueno
X,Shooter,Microsoft Game Studios,"0,62","0,18","0,01","0,03","0,83",M,Bueno
Wii,Fighting,THQ,"0,44","0,31",0,"0,08","0,83",T,Bueno
PS2,Platform,Sony Computer Entertainment,"0,69","0,03",0,"0,11","0,83",E10+,Excelente
PS2,Sports,Midway Games,"0,41","0,32",0,"0,11","0,83",E,Bueno
Wii,Racing,Electronic Arts,"0,45","0,3",0,"0,08","0,83",E10+,Aceptable
X360,Misc,Activision,"0,65","0,12",0,"0,06","0,83",T,Excelente
XOne,Misc,Microsoft Game Studios,"0,52","0,22","0,01","0,08","0,83",M,Excelente
PS3,Fighting,Capcom,"0,42","0,21","0,1","0,09","0,83",T,Excelente
X360,Strategy,Take-Two Interactive,"0,58","0,17",0,"0,07","0,83",E10+,Excelente
PS3,Action,Electronic Arts,"0,4","0,26","0,05","0,11","0,83",M,Excelente
Wii,Shooter,Activision,"0,55","0,2",0,"0,08","0,83",M,Aceptable
X,Shooter,Electronic Arts,"0,58","0,22",0,"0,03","0,82",T,Bueno
GC,Sports,Activision,"0,64","0,17",0,"0,02","0,82",T,Excelente
PS2,Role-Playing,Activision,"0,69","0,03",0,"0,11","0,82",T,Excelente
X360,Shooter,Midway Games,"0,4","0,33","0,01","0,09","0,82",M,Bueno
Wii,Simulation,Rising Star Games,"0,67","0,03","0,06","0,05","0,82",E,Aceptable
PSP,Sports,Activision,"0,46","0,21",0,"0,15","0,82",T,Excelente
XOne,Sports,Electronic Arts,"0,68","0,05",0,"0,09","0,82",E,Bueno
X,Racing,Electronic Arts,"0,68","0,11",0,"0,03","0,82",E,Bueno
X,Sports,Microsoft Game Studios,"0,69","0,11",0,"0,02","0,82",E,Bueno
PS4,Action,Warner Bros. Interactive Entertainment,"0,28","0,4","0,01","0,13","0,82",E10+,Bueno
PSV,Shooter,Sony Computer Entertainment Europe,"0,2","0,4","0,04","0,17","0,82",M,Bueno
PS3,Action,Capcom,"0,42","0,19","0,11","0,09","0,82",M,Bueno
PS2,Role-Playing,Atlus,"0,34","0,04","0,36","0,08","0,82",M,Excelente
PS3,Action,Warner Bros. Interactive Entertainment,"0,25","0,42","0,01","0,13","0,82",M,Aceptable
X360,Misc,Microsoft Game Studios,"0,57","0,18",0,"0,06","0,81",T,Excelente
PS,Role-Playing,Namco Bandai Games,"0,06","0,04","0,66","0,05","0,81",T,Bueno
PS,Racing,Electronic Arts,"0,45","0,31",0,"0,05","0,81",E,Bueno
GC,Action,Nintendo,"0,63","0,16",0,"0,02","0,81",E,Excelente
PSP,Adventure,Sony Computer Entertainment,"0,19","0,41",0,"0,22","0,81",T,Aceptable
PS,Role-Playing,Enix Corporation,"0,07","0,05","0,63","0,05","0,81",T,Excelente
PS3,Fighting,Namco Bandai Games,"0,43","0,18","0,11","0,09","0,81",T,Aceptable
X360,Sports,Ubisoft,"0,48","0,25",0,"0,08","0,81",T,Aceptable
PSP,Misc,Sony Computer Entertainment,"0,33","0,25","0,07","0,16","0,81",E,Excelente
XOne,Action,Konami Digital Entertainment,"0,46","0,26","0,01","0,07","0,81",M,Excelente
X360,Sports,Konami Digital Entertainment,"0,12","0,58","0,03","0,08","0,81",E,Bueno
PS2,Shooter,Ubisoft,"0,4","0,31",0,"0,1","0,81",M,Aceptable
PSV,Role-Playing,Square Enix,"0,16","0,25","0,28","0,12","0,81",T,Excelente
PS3,Sports,Electronic Arts,"0,75",0,0,"0,06","0,81",E,Excelente
PS3,Misc,Activision,"0,33","0,34",0,"0,13","0,81",T,Bueno
PS2,Simulation,Electronic Arts,"0,67","0,03",0,"0,11","0,81",T,Bueno
PS2,Action,Sega,"0,03","0,02","0,74","0,01","0,8",M,Bueno
GC,Simulation,LucasArts,"0,62","0,16",0,"0,02","0,8",T,Bueno
PS2,Shooter,Eidos Interactive,"0,39","0,31",0,"0,1","0,8",M,Excelente
3DS,Puzzle,Level 5,"0,2","0,26","0,3","0,04","0,8",T,Bueno
Wii,Action,Koch Media,"0,52","0,21",0,"0,07","0,8",E10+,Malo
PS,Role-Playing,Square EA,"0,45","0,3",0,"0,05","0,8",T,Excelente
X360,Racing,Codemasters,"0,32","0,39",0,"0,09","0,8",T,Excelente
X,Action,Ubisoft,"0,48","0,28",0,"0,04","0,8",M,Excelente
PS4,Sports,Take-Two Interactive,"0,22","0,45",0,"0,13","0,8",T,Aceptable
PSP,Sports,Konami Digital Entertainment,"0,09","0,33","0,2","0,18","0,8",E,Bueno
X360,Misc,Activision,"0,52","0,2",0,"0,07","0,8",T,Excelente
PS4,Sports,Konami Digital Entertainment,"0,14","0,43","0,14","0,1","0,8",E,Excelente
GC,Racing,Electronic Arts,"0,68","0,09",0,"0,02","0,8",E,Aceptable
DS,Misc,Ubisoft,"0,73","0,01",0,"0,06","0,8",E10+,Malo
PSP,Simulation,Electronic Arts,"0,19","0,38",0,"0,22","0,8",T,Malo
PS2,Fighting,Atari,"0,66","0,02",0,"0,11","0,79",T,Bueno
X360,Racing,Electronic Arts,"0,38","0,35","0,01","0,07","0,79",E10+,Bueno
Wii,Action,LucasArts,"0,43","0,29",0,"0,07","0,79",T,Malo
PS2,Misc,Activision,"0,61",0,0,"0,18","0,79",T,Bueno
PSP,Sports,Konami Digital Entertainment,"0,05","0,3","0,29","0,16","0,79",E,Bueno
PS3,Shooter,City Interactive,"0,27","0,34","0,04","0,14","0,79",M,Malo
GC,Role-Playing,Ubisoft,"0,61","0,16",0,"0,02","0,79",E,Bueno
PS3,Action,Capcom,"0,24","0,26","0,19","0,1","0,79",M,Excelente
PS,Racing,Take-Two Interactive,"0,44","0,3",0,"0,05","0,79",E,Malo
PS3,Sports,Take-Two Interactive,"0,37","0,29",0,"0,13","0,79",T,Malo
X360,Action,THQ,"0,45","0,27",0,"0,07","0,79",M,Excelente
X360,Action,Activision,"0,48","0,24",0,"0,07","0,79",M,Bueno
PS2,Simulation,Ubisoft,"0,28","0,22","0,23","0,07","0,79",T,Bueno
X360,Action,Electronic Arts,"0,47","0,23","0,01","0,08","0,79",M,Aceptable
X360,Role-Playing,Capcom,"0,42","0,23","0,07","0,06","0,79",M,Bueno
X360,Misc,Activision,"0,51","0,21",0,"0,07","0,79",E10+,Bueno
PS2,Sports,Electronic Arts,"0,65","0,03",0,"0,11","0,79",E,Excelente
X,Sports,Electronic Arts,"0,24","0,49",0,"0,05","0,79",E,Excelente
PSP,Simulation,Electronic Arts,"0,08","0,46",0,"0,25","0,79",E10+,Aceptable
DS,Role-Playing,Nintendo,"0,52","0,09","0,13","0,05","0,79",E10+,Bueno
X360,Role-Playing,Square Enix,"0,32","0,2","0,21","0,06","0,79",T,Bueno
PSP,Strategy,Sony Computer Entertainment,"0,17","0,5",0,"0,11","0,79",E10+,Aceptable
X360,Role-Playing,Microsoft Game Studios,"0,38","0,29","0,03","0,08","0,78",T,Aceptable
PS3,Sports,Electronic Arts,"0,42","0,25",0,"0,11","0,78",E,Excelente
X360,Action,Ubisoft,"0,67","0,04","0,01","0,06","0,78",M,Excelente
X360,Fighting,Namco Bandai Games,"0,43","0,27","0,01","0,07","0,78",T,Bueno
X360,Fighting,Electronic Arts,"0,4","0,31",0,"0,07","0,78",M,Excelente
WiiU,Action,Nintendo,"0,34","0,28","0,1","0,06","0,78",M,Excelente
X360,Action,Deep Silver,"0,44","0,26","0,01","0,07","0,78",M,Malo
DS,Role-Playing,Square Enix,"0,49","0,04","0,21","0,04","0,78",T,Excelente
Wii,Action,Sega,"0,45","0,24","0,02","0,07","0,78",M,Excelente
DS,Action,LucasArts,"0,61","0,11",0,"0,06","0,78",E10+,Aceptable
DS,Action,THQ,"0,71","0,01",0,"0,06","0,78",E,Bueno
PS3,Strategy,Take-Two Interactive,"0,49","0,19","0,01","0,09","0,78",E10+,Excelente
PS2,Sports,Take-Two Interactive,"0,65","0,02",0,"0,11","0,78",E,Excelente
GC,Shooter,Electronic Arts,"0,6","0,16",0,"0,02","0,78",T,Excelente
PS3,Shooter,Activision,"0,33","0,33",0,"0,12","0,78",T,Bueno
X360,Platform,Ubisoft,"0,38","0,32",0,"0,08","0,78",E10+,Excelente
X360,Shooter,Sega,"0,36","0,34",0,"0,07","0,77",M,Malo
